customer_id,first_name,last_name,street,city,region,postal_code,country,phone,email,tax_id,account_group,sales_org,distribution_channel,division,currency,payment_terms,credit_limit,language,created_date,gender,age,payment_method
C130120,Sezginbaş,Yüksel,11593 Gülzadiye Springs Apt. 557,Antalya,Central Anatolia,58884,TR,05007676083,SEZGINBAŞ.YÜKSEL@ICLOUD.COM,03891170238,Z001,3000,10,00,TRY,NT00,0,TR,2020-08-22,Female,47.0,Cash
C256607,Robert,Gregory,922 Amy Circle,Cohenbury,AS,35604,US,+1 285-609-5647,robert.gregory@yahoo.com,82-9652891,Z001,1000,10,00,USD,NT45,0,EN,2020-01-01,Female,48.0,Cash
C176994,Eba,Soylu,87395 Ginyas Locks Apt. 377,Istanbul,Black Sea,05992,TR,+90 554 614 4928,EBA.SOYLU@ICLOUD.COM,,Z002,1000,10,00,TRY,NT15,5000,TR,2021-03-30,Male,69.0,Cash
C769106,Pamela,Green,30606 Brock Summit,East Vanessafort,FM,64408,US,+1 763-900-5845,pamela.green@icloud.com,73-3789572,Z001,1000,10,00,USD,NT45,5000,EN,2024-01-28,Female,23.0,Credit Card
C789070,Temizkal,AKSU,99563 MÃ¼cevher Wells Suite 091,Adana,Mediterranean,97914,TR,+90 546 140 8189,temizkal.aksu@hotmail.com,48884868058,Z001,1000,10,00,TRY,NT00,0,TR,2020-05-24,Female,58.0,Cash
C784184,Abram,Hofmann,Beatrix-Gunpf-Straße 8-2,Kitzingen,Saarland,68074,DE,,abram.hofmann@gmail.com,05031905203,Z002,1000,10,00,EUR,NT00,0,DE,2022-10-11,Male,38.0,Cash
C259605,Kısmet,Bilgin,2077 Özay Well Apt. 690,Adana,Mediterranean,37226,TR,+90 523 144 7780,kısmet.bilgin@icloud.com,43532895741,Z001,3000,20,00,TRY,NT00,0,TR,2022-12-20,Male,38.0,Debit Card
C305326,Sunel,Çamurcuoğlu,54307 Şafak Ports,Adana,Central Anatolia,28763,Turkey,,sunel.çamurcuoğlu@yahoo.com,33581902418,Z001,1000,10,00,TRY,NT15,5000,TR,02-17-2020,Female,52.0,Debit Card
C147258,Begim,Manço,20022 Arsoy Ranch Apt. 946,Bursa,Mediterranean,19520,TR,+90 507 812 4403,begim.manço@hotmail.com,42108714706,Z001,1000,10,00,TRY,NT15,0,TR,2024-01-24,Female,56.0,Credit Card
C282248,Barak,Ertaş,12144 Güçlü Inlet Apt. 327,Izmir,Aegean,83211,TR,+90 554 493 7232,barak.ertaş@gmail.com,79766294130,Z001,1000,10,00,TRY,NT30,5000,TR,12-27-2021,Female,44.0,Debit Card
C662702,Erdibay,Yılmaz,9113 Zengin Parkway,Gaziantep,Central Anatolia,93943,tr,+90 541 669 6283,erdibay.yılmaz@hotmail.com,42657520284,Z001,1000,10,00,TRY,NT30,25000,TR,2020-01-17,Female,61.0,Cash
C716806,Emine.,Şafak,304 Beyda Valley,Bursa,Marmara,60411,TR,+90 560 344 6583,,96188526769,ZKAM,1000,20,00,TRY,NT45,25000,TR,2021-05-08,Female,42.0,Cash
C126957,Melanie,Chang,103 Joshua Road Apt. 012,Markfort,Chadfurt,85368,GB,+1 617-790-6997,melanie.chang@icloud.com,GB335875933,ZKAM,1000,10,00,GBP,NT00,0,EN,2021-08-07,Female,35.0,Credit Card
C147929,Kanpulat,Yıldırım,18213 Ferat Groves,Bursa,Aegean,36451,TR,+90-525-978-8841,kanpulat.yıldırım@gmail.com,95691703258,ZKAM,1000,10,00,TRY,NT00,25000.0,TR,2022-07-09,Male,64.0,Credit Card
C313215,Albrecht,Trub,Plathring 815,Wittenberg,Sachsen-Anhalt,28327,DE,+49 155 4228790,albrecht.trub@yahoo.com,03257170599,Z001,1000,10,00,EUR,NT30,1000,DE,2024-06-01,Female,57.0,Cash
C172781,Özger,Ertaş,19247 Dilcan Trafficway Apt. 222,Antalya,Central Anatolia,65849,TR,+90 502 526 7255,özger.ertaş@hotmail.com,50333569133,Z001,2000,10,00,TRY,NT30,0,TR,2022-10-29,Female,25.0,Cash
C340317,Irina,Wende,Horniggasse 81/97,Mayen,Mecklenburg-Vorpommern,23821,DE,+49 152 6759222,irina.wende@hotmail.com,62719011314,Z002,1000,10,00,EUR,NT60,0,DE,2021-05-28,Female,63.0,Credit Card
C167447,Angelika,Austermühle,Klemtstraße 1,Jülich,Sachsen,82685,DE,+49 151 4726878, angelika.austermühle@gmail.com  ,38881842026,Z002,1000,10,00,EUR,NT30,0,DE,2020-12-21,Female,48.0,Debit Card
C584189,Douglas,Ortiz,783 Erica Park Apt. 916,Carrietown,Port Stacey,03326,GB,,douglas.ortiz@gmail.com,GB183192243,Z001,1000,10,00,GBP,NT30,5000,EN,2022-10-15,Female,60.0,Credit Card
C239708,Şazime,Durdu,344 Sezginbaş Lodge,Istanbul,Aegean,16974,TR,,şazime.durdu@yahoo.com,86281647046,Z001,1000,10,00,TRY,NT45,0,TR,11-27-2022,Male,47.0,Credit Card
C325430,Çopur,Mansız,67007 Verde Burg,Antalya,Aegean,74893,TR,+90 584 302 5892,çopur.mansız@yahoo.com,11695063234,ZKAM,1000,10,10,TRY,NT00,0,TR,2022-03-19,Female,57.0,Credit Card
C297564,Edeltraud,Förster,Bohlandergasse 8/6,Neustadt am Rübenberge,Nordrhein-Westfalen,73456,DE,+49 159 5597368,edeltraud.förster@hotmail.com,77847312297,Z002,2000,10,00,EUR,NT00,1000,DE,2024-05-02,Male,63.0,Debit Card
C914609,Hüda,Soylu,1940 Zorlu Freeway,Izmir,Aegean,14970,TUR,,hüda.soylu@hotmail.com,48732533040,Z001,1000,10,00,TRY,NT00,1000,TR,2023-04-15,Male,39.0,Credit Card
C262483,Seracettin,Demirel,80288 Mertel Port Suite 377,Adana,Central Anatolia,16942,TR,+90 557 456 7584,seracettin.demirel@yahoo.com,18894918957,Z002,1000,10,00,TRY,NT00,10000,TR,2021-06-03,Female,66.0,Cash
C366823,Hatin,Akar,76177 Güllühan Courts Suite 851,Istanbul,Mediterranean,94806,TR,+90-550-319-7892,hatin.akar@hotmail.com,82458867103,Z001,1000,10,00,TRY,NT00,0,TR,2024-10-07,Female,53.0,Debit Card
C250356,Aliabbas,Akdeniz,739 Manço Point Apt. 533,Konya,Central Anatolia,25748,TUR,+90 585 633 7247,aliabbas.akdeniz@gmail.com,42957326898,Z002,1000,10,00,TRY,NT00,0,TR,2022-08-09,Female,58.0,Debit Card
C239992,Besey,İnönü,55591 Arslan Shoals Suite 532,Adana,Aegean,14877,TR,(518) 891-2821,besey.i̇nönü@icloud.com,51175180848,Z001,1000,10,00,TRY,NT15,25000,TR,2024-05-05,Female,23.0,Credit Card
C116921,Sonad,Şensoy,02582 Arslan Fords Apt. 832,Konya,Black Sea,93243,TR,+90 593 244 1301,sonad.şensoy@yahoo.com,41015234991,Z001,3000,10,00,TRY,NT00,1000,TR,2023-11-12,Female,53.0,Credit Card
C949667,Ayşan,Durmuş,710 Günver Light Suite 638,Bursa,Aegean,34257,TR,+90 515 841 3631,ayşan.durmuş@hotmail.com,81201602033,Z002,1000,20,00,TRY,NT15,10000,TR,2024-06-22,Male,36.0,Credit Card
C236811,Bağdaş,Yüksel,8759 Taşkan Mission Apt. 081,Izmir,Mediterranean,91515,TR,+90 510 792 1366,bağdaş.yüksel@outlook.com,38003370123,ZKAM,3000,20,00,TRY,NT15,1000,TR,2022-02-05,Female,19.0,Credit Card
C243130,Memili,Eraslan,10903 Öcalan Views,Adana,Mediterranean,28814,TR,+90 513 545 3045,memili.eraslan@gmail.com,44714671877,ZKAM,1000,10,00,TRY,NT00,1000,TR,2021-12-06,Male,25.0,Cash
C369663,Christian,Dean,490 Gaines Forks Apt. 758,North Jason,MI,72492,US,+1 474-701-1740,christian.deangmail.com,16-8601976,ZKAM,1000,10,00,USD,NT15,0,EN,2023-02-09,Male,40.0,Cash
C110392,Özalpsan,Çorlu,8598 Sayin Ville,Izmir,Mediterranean,82054,TR,+90 577 193 2845,özalpsan.çorlu@hotmail.com,81362984339,Z001,1000,10,10,TRY,NT45,0,TR,2022-12-19,Female,31.0,Debit Card
C373036,Vahittin,Hançer,9602 Salkın Station Apt. 342,Adana,Marmara,54119,TR,,VAHITTIN.HANÇER@YAHOO.COM,26035511376,ZKAM,1000,10,00,TRY,NT15,0,TR,2023-01-21,FEMALE,58.0,Credit Card
C254321,Çerçi,Çetin,1345 Çelem Track,Adana,,57071,TR,+90 588 757 9601,çerçi.çetin@icloud.com,,Z001,1000,20,00,TRY,NT15,50000,TR,02-28-2021,Male,64.0,Cash
C204609,Kardelen,Soylu,53900 Sami Roads,Izmir,Central Anatolia,96332,TR,+90 560 488 8813,kardelen.soylu@gmail.com,56451231928,Z001,1000,10,00,TRY,NT30,0,TR,2023-11-17,Male,46.0,Cash
C907176,Yücel,Ergül,2061 Feza Light Suite 595,Izmir,Black Sea,20928,TUR,+90 507 530 2498,yücel.ergülicloud.com,79602815541,Z001,2000,10,00,TRY,NT30,0,TR,2024-05-31,Male,37.0,Credit Card
C570354,Gülbeyan,Aslan,6351 Tarhan Avenue Suite 391,Gaziantep,Black Sea,05572,TR,+90 585 263 2020,gülbeyan.aslan@gmail.com,77235278700,Z001,2000,10,00,TRY,NT00,5000,TR,2020-10-24,Female,45.0,Cash
C274028,Doğanalp,Yılmaz,462 Çetin Mountain Suite 154,Adana,Aegean,55937,TR,+90 580 279 6581,doğanalp.yılmaz@gmail.com,48732665105,Z001,1000,10,00,TRY,NT15,0,TR,2020-08-06,Female,51.0,Cash
C337441,Randy,Fields,777 Ruth Circles,South Justinmouth,North Deborahtown,32903,GB,+1 613-597-7401,,GB778955423,Z002,1000,10,00,GBP,NT00,50000.0,EN,2021-05-29,Female,999.0,Cash
C308193,Hilayda,Gülen,1366 Müret Centers Apt. 011,Konya,Aegean,28135,TR,,hilayda.gülen@outlook.com,25947161146,Z002,1000,10,00,TRY,NT00,0,TR,2021-08-16,Female,58.0,Debit Card
C309156,  Şefi ,Manço,665 Karadeniz Locks Apt. 044,Adana,Marmara,46796,Turkey,+90 503 469 9095,şefi.manço@outlook.com,09994043173,Z001,1000,10,00,TRY,NT60,10000,TR,2024-12-02,Female,68.0,Cash
C260443,Ermutlu,Çorlu,804 Ünsever Via Suite 385,Konya,Black Sea,50272,TR,0567 174 6956,ermutlu.çorlu@icloud.com,68459080272,ZKAM,1000,10,00,TRY,NT00,0,TR,2020-11-16,Male,51.0,Credit Card
C831953,MUCAHIT,Ertaş,886 Süzer Land,Izmir,Mediterranean,89478,tr,+90 585 623 2499,mucahit.ertaş@icloud.com,56157348725,Z001,3000,10,00,TRY,NT00,5000,TR,2024-08-18,Male,59.0,Cash
C208534,Sadat,Sakarya,0895 Aclan Groves Suite 921,Adana,Black Sea,57193,TR,+90 576 491 2016,sadat.sakarya@yahoo.com,10439446287,Z001,1000,10,00,TRY,NT00,5000,TR,2021-09-28,Male,63.0,Credit Card
C217259,Ahmet,Salz,Pechelallee 4-7,Hünfeld,Sachsen,63913,DE,+49 169 4610361,ahmet.salz@outlook.com,01121742111,Z002,2000,10,00,EUR,NT00,0,DE,2023-06-09,Male,25.0,Cash
C141114,Heyvetullah,Korutürk,36833 İvecen Mission,Konya,Aegean,68975,TR,+90 558 898 4716,,10875481812,Z002,1000,10,00,TRY,NT30,1000,TR,2022-02-03,Female,38.0,Credit Card
C521154,Zehranur,Zengin,16706 Nurkan Spring,Istanbul,,62545,tr,(556) 172-7962,zehranur.zengin@yahoo.com,12892216005,Z002,2000,20,00,TRY,NT00,0,TR,2022-08-25,Female,37.0,Credit Card
C418329,Tanses,Duran,07568 Şafak Pass Apt. 407,Izmir,Mediterranean,56833,TUR,+90 592 191 9903,tanses.duran@gmail.com,88925928797,Z002,1000,10,10,TRY,NT00,5000,TR,2023-06-09,Female,64.0,Credit Card
C140171,Altınçiçek,Alemdar,69950 Uluğbey Field,Izmir,Mediterranean,01985,TR,?,,03413349616,Z001,1000,10,00,TRY,NT30,5000,TR,2022-10-12,Female,47.0,Cash
C446590,Ramadan,Manço,09867 Sezer Street Suite 047,Bursa,Marmara,34175,TR,+90 552 872 5112,ramadan.manço@outlook.com,48679131724,Z001,1000,10,00,TRY,NT00,10000,TR,2022-12-03,Female,68.0,Cash
C170853,Yeşil,Ertaş,0213 Süsen Parkways,Antalya,Marmara,90644,Turkey,5465361416,yeşil.ertaş@yahoo.com,53919375129,Z002,2000,10,00,TRY,NT30,0,TR,2020-01-25,Male,64.0,Cash
C135477,David,Kim,7641 Barnes Station,North Ellenhaven,PW,07154,U.S.A.,+1 423-704-7964,david.kim@gmail.com,99-8080717,Z001,3000,10,00,USD,NT45,5000,EN,06.12.2023,Male,66.0,Cash
C191480,Gülsiye,  Erdoğan ,7262 Yaman Islands Suite 309,Izmir,   ,69135,TR,0534 311 1559,gülsiye.erdoğan@outlook.com,13562987230,Z001,1000,10,00,TRY,NT00,1000,TR,2023-11-08,Female,52.0,Debit Card
C643075,Deha,Ülker,4163 Gülev Mountains,Konya,Aegean,92028,TR,0548 334 2650,deha.ülker@yahoo.com,13826895392,Z002,1000,10,00,TRY,NT00,1000,TR,2020-07-25,Female,61.0,Debit Card
C206393,Cenan,Duran,62526 Aslan Passage,Ankara,Black Sea,49578,TR,+90 522 192 8236,CENAN.DURAN@GMAIL.COM,53192330549,Z001,2000,10,00,TRY,NT30,25000,TR,2020-12-13,Female,27.0,Credit Card
C211312,Sayrak,Duran,2673 Demir Isle Suite 141,Ankara,,54982,TÜRKİYE,+90 596 147 9249,sayrak.duran@yahoo.com,00595029568,Z001,1000,10,10,TRY,NT15,0,TR,2024-12-03,Female,65.0,Debit Card
C324225,Gökçil,Ertaş,37100 Şamiha Underpass Suite 963,Antalya,Central Anatolia,42203,TR,+90 520 536 4343,gökçil.ertaş@hotmail.com,51834052519,Z001,1000,10,00,TRY,NT30,,TR,2022-10-14,1,31.0,Credit Card
C110389,Eckhard,Peukert,Vollbrechtallee 8,Suhl,Niedersachsen,13811,DE,+49 162 6840059,eckhard.peukert@gmail.com,29486807067,Z002,1000,10,00,EUR,NT00,5000,DE,2020-07-27,Female,27.0,Debit Card
C855838,,ÇORLU,0112 Korutürk Neck Suite 088,Bursa,Central Anatolia,16583,TR,+90 539 512 5814,,89145109706,Z001,1000,20,00,TRY,NT15,0,TR,2023-03-03,Male,44.0,Cash
C429438,Nurmelek ,Zorlu,5692 Laze Landing,Adana,Aegean,52331,TR,+90 512 893 7756,nurmelek.zorlu@icloud.com,33925642208,ZKAM,1000,20,00,TRY,NT00,25000.0,TR,2023-07-14,Man,60.0,Cash
C270664,Okgüçlü,,9114 Ayvas Villages,Istanbul,,20684,TR,+90 541 679 1645,okgüçlü.kısakürek@icloud.com,57578561351,Z001,2000,20,00,TRY,NT00,50000,TR,2024-03-03,Female,63.0,Cash
C163432,Gençay,  Zengin ,414 İnönü Drive,Izmir,Black Sea,59254,TR,+90 513 557 5447,gençay.zengin@icloud.com,21609412170,Z002,1000,10,00,TRY,NT00,0,TR,10-07-2020,Female,20.0,Cash
C391754,Ummahani,Gülen,15065 Abdülahat Prairie,Antalya,,08525,TR,+90 592 653 1907,ummahani.gülen@outlook.com,47233724861,Z001,1000,10,00,TRY,NT00,1000,TR,2020-05-26,Female,20.0,Credit Card
C266166,Tekecan,Güçlü,8080 Tarhan Green Apt. 206,Ankara,Black Sea,64736,TR,,tekecan.güçlü@outlook.com,36663310258,Z001,1000,10,00,TRY,NT00,1000,TR,2022-04-28,Male,52.0,Cash
C321080,Ünek,Türk,64706 Ergül Groves,Izmir,Mediterranean,25827,TR,+90 505 744 3147,ünek.türk@outlook.com,40425659894,Z001,1000,10,00,TRY,NT45,0,TR,2020-12-30,Male,40.0,Credit Card
C299427,Mefarettin,  İhsanoğlu ,33497 Ercihan Passage,Antalya,Central Anatolia,78510,TR,+90 538 247 4016,mefarettin.i̇hsanoğlu@yahoo.com,24773299167,Z002,1000,10,00,TRY,NT00,0,TR,12-17-2022,Male,53.0,Cash
C242504,Hasret,Duran,1449 Yaman Mews Suite 229,Gaziantep,Marmara,56071,TR,,hasret.duran@gmail.com,09028189326,Z002,2000,10,00,TRY,NT30,50000,TR,2022-03-24,Male,22.0,Credit Card
C159811,Tanak,Bilir,10293 Ülker Plains,Konya,Aegean,63686,TR,+90 593 907 5884,tanak.bilir@icloud.com,97030781821,Z001,2000,10,00,TRY,NT00,1000,TR,2022-06-27,Female,20.0,Credit Card
C398492,Sergei,Reinhardt,Janin-Heuser-Allee 40,Finsterwalde,Bayern,91881,DE,+49 161 1220666,sergei.reinhardt@outlook.com,81397646196,Z001,1000,20,00,EUR,NT45,5000,DE,2022-04-24,Male,22.0,Credit Card
C256310,Önel,Yorulmaz,779 İmren Lock Suite 930,Istanbul,Marmara,87949,turkey,501.677.3175,önel.yorulmaz@hotmail.com,24937510796,Z001,2000,10,00,TRY,NT15,25000,TR,2020-04-07,Female,44.0,Cash
C230536,Hüsnühâl,Bilgin,92559 Akçay Well,Gaziantep,Marmara,79341,TR,+90 513 822 1802,hüsnühâl.bilgin@icloud.com,05147356075,Z001,1000,10,00,TRY,NT45,0,TR,2020-04-07,Male,54.0,Cash
C175243,Alpcan,Durdu,2137 Tümer Ways Suite 943,Gaziantep,Black Sea,83778,TR,+90 570 629 4072,ALPCAN.DURDU@ICLOUD.COM,45426150799,ZKAM,2000,10,00,TRY,NT00,1000,TR,2023-02-01,Woman,18.0,Credit Card
C295483,Max,Warmer,Scheuermannstr. 3/3,Fallingbostel,Sachsen,89467,DE,+49 179 9021308,max.warmer@outlook.com,26512944034,Z001,1000,10,00,EUR,NT00,25000,DE,2024-04-01,Female,40.0,Cash
C228684,Philipp,Hornich,Hulda-Neuschäfer-Gasse 1009,Coburg,Sachsen,45202,DE,+49 166 6712654,philipp.hornich@outlook.com,48904006378,ZKAM,1000,10,00,EUR,NT60,1000,DE,2021-08-13,Female,69.0,Cash
C144278,Elgin,Bilir,2435 Ayşenur Lodge Suite 666,Gaziantep,Mediterranean,67636,Türkiye,+90 544 920 3002,elgin.bilir@outlook.com,31475250001,Z001,1000,10,00,TRY,NT00,,TR,2021-11-18,Female,26.0,Credit Card
C561868,Nurşan,Seven,716 Rabbiye Bridge Apt. 071,Konya,Mediterranean,71114,TR,+90 535 897 6075,nurşan.seven@yahoo.com,96563076236,Z001,1000,20,00,TRY,NT45,0,TR,2021-01-21,Male,41.0,Credit Card
C196721,Vladimir,Schmiedt,Gerold-Geißler-Platz 0,Gerolzhofen,Mecklenburg-Vorpommern,63221,DE,+49 157 9116382,vladimir.schmiedt@gmail.com,00433416841,Z001,3000,10,00,EUR,NT30,0,DE,14.08.2022,Female,24.0,Cash
C653329,İzel,Sezgin,22923 Tevetoğlu Lodge,Gaziantep,Mediterranean,87833,tr,+90 509 355 3019, i̇zel.sezgin@hotmail.com  ,85928752065,Z001,1000,10,00,TRY,NT30,5000,TR,2023-07-30,Male,62.0,Debit Card
C336244,Ürper,Şener,1983 Çilga Haven,Istanbul,Aegean,55854,TR,+90 571 773 8612,ürper.şener@hotmail.com,83980511778,Z001,2000,10,00,TRY,NT15,10000,TR,2021-09-10,Male,59.0,Cash
C226089,Heather,Williams,342 Martinez Village Apt. 355,Bernardport,West Davidton,53505,FR,+1 298-597-5052,N/A,FR29373997620,Z001,1000,10,00,EUR,NT30,25000,EN,25.07.2023,Female,53.0,Cash
C138799,Verde,Bilgin,611 Durmuş Mountains,Ankara,Aegean,64979,TR,+90 511 402 6456,verde.bilgin@hotmail.com,55003722951,Z001,2000,10,00,TRY,NT30,0,TR,2022-01-15,Man,43.0,Cash
C200650,Aytek,Bilgin,7983 Feyzin Spring,Adana,Marmara,74927,TR,+90 574 348 6848,aytek.bilgin@gmail.com,32321806928,ZKAM,1000,10,00,TRY,NT00,5000,TR,2021-12-15,Male,30.0,Cash
C880827,Çağlasın,Yaman,48546 Hayrioğlu Lodge Apt. 750,Adana,Aegean,64705,Turkey,+90 533 116 3629, çağlasın.yaman@yahoo.com  ,66722792808,Z001,1000,20,00,TRY,NT45,0,TR,2021-06-15,Male,56.0,Credit Card
C270698,Bellisan,İhsanoğlu,221 Demirel Valleys,Izmir,Aegean,10320,tr,+90 562 155 9806,bellisan.i̇hsanoğlu@yahoo.com,46054917317,Z002,2000,10,10,TRY,NT00,0,TR,2020-02-08,Female,57.0,Debit Card
C245851,Muhiye,Akgündüz,55454 Gülüs Cove Suite 336,Istanbul,Central Anatolia,62485,TR,+90 528 799 9848,muhiye.akgündüz@outlook.com,49105831891,ZKAM,2000,10,00,TRY,NT00,0,TR,2023-09-15,Female,40.0,Credit Card
C339033,Kavurt,Çetin,7060 Güçlü Stravenue Apt. 792,Ankara,Central Anatolia,77327,TR,+90 530 503 4939,kavurt.çetin@outlook.com,23510769371,Z001,1000,10,00,TRY,NT00,0,TR,2024-01-12,Female,48.0,Credit Card
C923476,Cuheyna,Karadeniz,88951 İlkbahar Oval,Konya,Central Anatolia,18726,TR,+90 548 185 7785,cuheyna.karadeniz@gmail.com,67386211778,ZKAM,2000,10,00,TRY,NT00,25000,TR,2022-07-11,Female,64.0,Credit Card
C278237,Zümre,Güçlü,57190 Akmaral Walks Suite 380,Gaziantep,Marmara,23824,TR,+90 548 956 5707,zümre.güçlü@hotmail.com,13953037849,ZKAM,3000,10,00,TRY,NT00,10000,TR,2023-06-05,Male,29.0,Cash
C239418,Kâmil,Akça,7653 Gül Mills Suite 571,Adana,Black Sea,99181,TR,+90 523 925 9258,kâmil.akça@hotmail.com,90417371537,Z001,3000,10,00,TRY,NT00,5000,TR,2020-07-11,Female,29.0,Credit Card
C892482,Zelha,Sezgin,81639 Yaman Mountains Apt. 220,Adana,Aegean,50626,TR,,zelha.sezgin@yahoo.com,21581171085,Z002,1000,10,00,TRY,NT15,0,TR,03/05/2021,Female,38.0,Debit Card
C225150,Cemiyle,Hançer,26162 Övün Pass,Istanbul,Aegean,12581,TR,+90 541 770 4902,cemiyle.hançeroutlook.com,65767325989,ZKAM,1000,10,00,TRY,NT00,25000,TR,2020-08-21,Female,42.0,Credit Card
C229430,Ferahdiba,Bilir,4139 Yazgül Hill,Konya,Mediterranean,90567,tr,+90 505 269 3290,ferahdiba.bilir@outlook.com,76121745257,Z001,1000,10,00,TRY,NT00,10000,TR,2022-09-21,Male,44.0,Credit Card
C126499,Giuseppe,Schaaf,Claus-Peter-Ehlert-Allee 65-39,Meißen,Thüringen,51651,Deutschland,,Giuseppe.Schaaf@Hotmail.Com,29605149500,Z001,1000,10,00,EUR,NT45,0,DE,2024-02-05,Female,65.0,Cash
C307263,İldeş,Fırat,111 Sevindik Causeway Apt. 340,Gaziantep,Central Anatolia,28489,Turkey,+90 526 603 2295,İLdeş.Fırat@Gmail.Com,09775585543,Z001,1000,10,00,TRY,NT00,0,TR,2023-07-11,Female,45.0,Cash
C100935,Sefer,Yıldırım,30053 Birgit Via,Adana,Central Anatolia,04782,Türkiye,n/a,sefer.yıldırım@hotmail.com,13646068964,Z002,1000,10,00,TRY,NT00,1000,TR,2023-10-23,Male,57.0,Credit Card
C650268,Görsev,Şama,70084 Uygun Ports Apt. 242,Ankara,,54876,TÜRKİYE,+90 536 269 2942,görsev.şama@outlook.com,51337780429,Z001,1000,10,10,TRY,NT00,0,TR,2024-05-07,Male,37.0,Credit Card
C279963,Mehmetzahir,Zorlu,2055 Cezayir Pine,Istanbul,Black Sea,26325,TR,+90 567 843 9691, mehmetzahir.zorlu@hotmail.com  ,87916919744,Z001,1000,10,00,TRY,NT60,0,TR,2024-01-16,Female,24.0,Cash
C265594,Kibar,Çamurcuoğlu,73705 Dincer Ford Apt. 634,Izmir,Marmara,47214,TR,+90 518 103 5212,,55995844809,Z001,1000,10,00,TRY,NT15,0,TR,2021-02-25,Female,45.0,Credit Card
C331327,Refet,Arslan,2111 Tezol Radial,Bursa,Marmara,50085,TR,+90 518 463 9423,refet.arslan@hotmail.com,12688662048,Z002,3000,10,00,TRY,NT45,0,TR,2024-08-09,Female,40.0,Credit Card
C128848,Masar,Arsoy,80257 Akar Dale Suite 170,Ankara,Mediterranean,06187,TR,+90 504 753 5116,?,31006483969,Z002,1000,20,00,TRY,NT00,0,TR,2020-10-21,Female,51.0,Cash
C246499,Regina,Greer,51424 Owens Port Apt. 565,Sarahchester,NE,99743,US,+1 674-403-5390,regina.greer@icloud.com,NULL,ZKAM,3000,20,00,USD,NT00,1000,EN,2022-06-26,Male,36.0,Debit Card
C185191,Nurseda,Sezgin,4339 Danış Ramp Suite 524,Konya,,89670,TR,+90 583 305 3079,nurseda.sezgin@yahoo.com,09844316416,ZKAM,3000,10,00,TRY,NT30,5000,TR,2024-02-14,Female,33.0,Debit Card
C888275,Uğan ,Demirel,39488 Cavit Passage Suite 032,Konya,Marmara,3458,TR,+90 543 478 6088,uğan.demirel@outlook.com,42977662194,Z002,1000,20,00,TRY,NT45,0.0,TR,2022-02-27,Male,62.0,Debit Card
C312827,Begim,Çorlu,59762 Ülker Plains,Adana,Marmara,27669,TUR,+90 546 189 4080,begim.çorlu@yahoo.com,28339860393,ZKAM,2000,10,00,TRY,NT15,10000,TR,2024-03-16,Female,36.0,Credit Card
C913329,Sittik,Yorulmaz,0705 Kısakürek View Apt. 711,Antalya,Aegean,99780,TR,+90 556 300 4902,sittik.yorulmaz@gmail.com,35047878009,Z001,1000,20,00,TRY,NT00,0,TR,2021-03-26,Male,47.0,Cash
C301616,Carlo,Schacht,Huhnring 78/81,Bremen,Brandenburg,27746,DE,(161) 134-0332,carlo.schacht@yahoo.com,89453894196,Z001,1000,10,00,EUR,NT15,0,DE,2021-01-14,Female,23.0,Debit Card
C167489,Ushan,Ertaş,550 Sittik Dale Apt. 686,Antalya,Aegean,82268,TR,N/A,ushan.ertaş@icloud.com,27115192225,ZKAM,2000,10,00,TRY,NT30,5000,TR,2023-11-25,Male,18.0,Debit Card
C340016,Neyran,Şama,39680 Hinet Wall,Istanbul,Central Anatolia,75621,TR,+90 506 361 4918,neyran.şama@yahoo.com,95471292638,Z001,1000,10,00,TRY,NT00,25000.0,TR,09.06.2024,Female,58.0,Cash
C268450,Sergej,Klemt,Antje-Sorgatz-Weg 64-58,Uelzen,Niedersachsen,24559,DE,-,sergej.klemt@outlook.com,51737990420,Z001,1000,10,00,EUR,NT00,5000,DE,2021-07-09,Male,29.0,Credit Card
C327707,Danielle,Calderon,5047 Gray Burgs,Juliaside,South Randy,11252,GB,+1 817-648-2694,danielle.calderon@icloud.com,GB495552673,Z001,2000,10,00,GBP,NT00,25000,EN,12-26-2022,Female,21.0,Cash
C253796,Baptist,Carsten,Baumring 573,Kelheim,Hessen,18724,DE,   ,Baptist.Carsten@Hotmail.Com,45264230934,Z002,2000,10,00,EUR,NT45,25000,DE,2024-05-27,Male,19.0,Cash
C178624,Ekber,Arsoy,10164 Işıkay Gardens Apt. 239,Adana,?,94004,TUR,+90 579 460 3715,ekber.arsoy@gmail,98349386763,Z001,2000,20,00,TRY,NT00,5000,TR,2020-07-01,Female,34.0,Cash
C503653,Tanır,Tevetoğlu,6663 Tunguç Plaza,Bursa,Aegean,10463,Turkey,+90 549 178 5816,tanır.tevetoğlu@gmail.com,27955810812,Z001,1000,10,10,TRY,NT15,5000,TR,05-24-2024,Female,22.0,Cash
C122538,Buyrukhan,Gülen,329 Doğanalp Square,Konya,Marmara,23375,TÜRKİYE,+90 537 561 4387,buyrukhan.gülen@outlook.com,10222009473,ZKAM,1000,10,10,TRY,NT00,5000,TR,2020-09-07,Female,57.0,Cash
C235451,Hüsmen,Tarhan,93149 Erem Route Suite 099,Ankara,Central Anatolia,66906,TR,+90 593 800 8388,,,Z001,1000,10,00,TRY,NT00,10000,TR,2024-12-17,Female,22.0,Cash
