file,row_index,customer_id,field,original_value,degraded_value,category,reason
customers,31549,C184697,country,DE,DEU,format_inconsistency,Inconsistent country code representation
customers,42480,C247896,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,96763,C265471,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,97943,C111129,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,78781,C294152,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,36154,C995930,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,53865,C461242,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,36669,C200818,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,56406,C212573,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,13020,C120927,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,41782,C432836,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,93872,C246716,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,98323,C251164,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,4598,C209472,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,37383,C268431,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,61844,C267668,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,84803,C467032,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,2837,C125685,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,20322,C312387,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,79309,C242564,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,91058,C215126,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,73766,C321786,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,48977,C154100,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,32744,C289001,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,77359,C188037,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,15534,C294263,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,3612,C820440,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,46858,C198620,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,61980,C692112,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,31237,C138366,country,US,us,format_inconsistency,Inconsistent country code representation
customers,43904,C875596,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,4252,C332389,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,21212,C698003,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,19580,C108301,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,62597,C154935,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,17955,C112558,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,72908,C881191,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,71621,C147223,country,FR,France,format_inconsistency,Inconsistent country code representation
customers,38314,C328808,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,83782,C283415,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,46322,C185427,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,31722,C271098,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,14807,C335824,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,88064,C280976,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,70405,C336933,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,76755,C581383,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,55691,C394853,country,GB,United Kingdom,format_inconsistency,Inconsistent country code representation
customers,84220,C544426,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,69415,C329198,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,84088,C295841,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,14531,C141900,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,55604,C155698,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,41256,C827940,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,83023,C247187,country,DE,Germany,format_inconsistency,Inconsistent country code representation
customers,43435,C150348,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,52308,C267920,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,3908,C371811,country,DE,Germany,format_inconsistency,Inconsistent country code representation
customers,85229,C254495,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,63102,C265205,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,67043,C845220,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,38197,C191023,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,96603,C262468,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,3464,C757369,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,14598,C239023,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,5208,C820334,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,12694,C107573,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,95288,C210974,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,78782,C650082,country,DE,GERMANY,format_inconsistency,Inconsistent country code representation
customers,83407,C337374,country,DE,DEU,format_inconsistency,Inconsistent country code representation
customers,55447,C312326,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,62710,C242790,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,24607,C557861,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,40340,C279680,country,DE,Germany,format_inconsistency,Inconsistent country code representation
customers,67241,C304120,country,GB,UK,format_inconsistency,Inconsistent country code representation
customers,78555,C521800,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,45332,C614406,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,44434,C203405,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,8050,C178282,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,51588,C809191,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,72217,C339573,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,10222,C131510,country,GB,Great Britain,format_inconsistency,Inconsistent country code representation
customers,4634,C250103,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,2191,C333665,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,99431,C131280,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,77127,C288302,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,3622,C992343,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,19099,C862277,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,34223,C244166,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,82371,C168592,country,DE,DEU,format_inconsistency,Inconsistent country code representation
customers,19367,C216541,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,37621,C324658,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,52291,C551565,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,72148,C150324,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,18072,C447958,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,5481,C247349,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,89957,C242927,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,40648,C115582,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,33132,C317949,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,4206,C316481,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,33079,C137740,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,47434,C284546,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,58987,C142713,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,65931,C334041,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,54139,C192033,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,34126,C268558,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,2216,C102127,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,75356,C160492,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,30089,C314219,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,8240,C310541,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,72751,C199342,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,6201,C116606,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,35103,C528484,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,41951,C326343,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,53788,C133303,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,25384,C203021,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,84793,C767898,country,US,United States,format_inconsistency,Inconsistent country code representation
customers,94101,C126619,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,56407,C118850,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,86491,C833246,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,18613,C130377,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,29568,C240503,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,43709,C141840,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,51952,C138097,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,81013,C615540,country,US,us,format_inconsistency,Inconsistent country code representation
customers,71697,C155372,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,32481,C267977,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,3380,C170853,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,13959,C152236,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,9311,C242540,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,54076,C230109,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,43787,C178408,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,99411,C210000,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,9847,C195949,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,18594,C255564,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,56720,C289510,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,17859,C215887,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,98697,C322869,country,DE,GERMANY,format_inconsistency,Inconsistent country code representation
customers,65086,C351417,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,57603,C199222,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,92128,C413289,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,91909,C922453,country,GB,United Kingdom,format_inconsistency,Inconsistent country code representation
customers,25568,C177546,country,US,USA,format_inconsistency,Inconsistent country code representation
customers,88318,C142136,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,96717,C121273,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,73002,C143444,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,88455,C186511,country,FR,FRA,format_inconsistency,Inconsistent country code representation
customers,14397,C633363,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,17878,C307092,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,62124,C640380,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,53053,C191542,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,62121,C124843,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,52387,C179145,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,21070,C238857,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,58290,C919690,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,94463,C146396,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,19413,C212228,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,28789,C328084,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,22075,C262155,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,48315,C289151,country,GB,gb,format_inconsistency,Inconsistent country code representation
customers,82824,C161187,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,91738,C587284,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,20466,C213069,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,76631,C200392,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,9840,C211400,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,89690,C149393,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,1441,C210240,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,36550,C340119,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,90058,C651242,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,33049,C277286,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,38182,C257865,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,36514,C129296,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,22306,C772500,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,87392,C148000,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,47012,C271714,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,16701,C106655,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,60061,C294602,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,63283,C176419,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,5403,C184834,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,88202,C185390,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,46224,C105086,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,77821,C215782,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,86856,C720914,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,26178,C292063,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,6138,C318478,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,75635,C138432,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,6131,C947301,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,41412,C216497,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,92136,C238682,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,40966,C187512,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,16591,C253199,country,FR,France,format_inconsistency,Inconsistent country code representation
customers,92949,C217710,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,34506,C134355,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,57887,C312279,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,19673,C337279,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,44281,C296964,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,44608,C255992,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,55116,C390190,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,23341,C177889,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,24589,C208673,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,28561,C289673,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,2031,C296253,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,10682,C237168,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,58585,C148769,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,47342,C262824,country,GB,UK,format_inconsistency,Inconsistent country code representation
customers,91844,C269158,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,32492,C920580,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,97935,C196083,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,78593,C380725,country,US,United States,format_inconsistency,Inconsistent country code representation
customers,96664,C673694,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,59832,C249535,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,87293,C305686,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,79038,C420380,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,28169,C275794,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,75896,C197429,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,66279,C176169,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,29800,C199371,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,83642,C242083,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,31887,C127304,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,68951,C290518,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,31180,C914398,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,5910,C249622,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,17368,C123683,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,22260,C329890,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,27110,C311481,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,15153,C282906,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,29496,C138780,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,45048,C564516,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,94441,C152279,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,74448,C347918,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,15299,C275973,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,81972,C206902,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,7669,C799171,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,12570,C332634,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,65686,C267125,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,75605,C142092,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,89467,C354192,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,33012,C715663,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,56838,C121170,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,71468,C142818,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,22094,C319872,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,45538,C217489,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,24671,C109110,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,68846,C748800,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,13529,C132788,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,91143,C324857,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,96058,C315884,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,49304,C182567,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,56227,C799155,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,4646,C138675,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,96002,C127196,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,71854,C650876,country,US,us,format_inconsistency,Inconsistent country code representation
customers,40081,C179211,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,17766,C381679,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,90752,C298554,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,54219,C145260,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,29611,C481396,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,72067,C423808,country,US,us,format_inconsistency,Inconsistent country code representation
customers,43964,C105269,country,FR,FRA,format_inconsistency,Inconsistent country code representation
customers,65768,C423262,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,72685,C103114,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,63619,C245858,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,8424,C260923,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,30877,C332663,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,90308,C160854,country,DE,GERMANY,format_inconsistency,Inconsistent country code representation
customers,39027,C120868,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,17090,C338534,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,25130,C463383,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,1180,C709824,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,59953,C280984,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,32752,C290996,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,31656,C200431,country,DE,Germany,format_inconsistency,Inconsistent country code representation
customers,49294,C319735,country,FR,France,format_inconsistency,Inconsistent country code representation
customers,6770,C297615,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,27167,C550091,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,65961,C509320,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,94893,C274458,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,94211,C195515,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,15235,C625042,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,77680,C298054,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,20436,C174675,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,13715,C733582,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,93077,C238023,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,6075,C146184,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,15339,C346646,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,48042,C509743,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,97463,C334734,country,DE,DEU,format_inconsistency,Inconsistent country code representation
customers,43149,C159792,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,87685,C173677,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,44616,C272996,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,37123,C260130,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,10617,C770384,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,17553,C149345,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,85407,C201858,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,78514,C306010,country,US,us,format_inconsistency,Inconsistent country code representation
customers,89179,C146014,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,55613,C324531,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,81076,C389389,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,4161,C329255,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,29063,C840574,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,39749,C170186,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,64226,C942486,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,92405,C230702,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,54229,C481855,country,DE,Deutschland,format_inconsistency,Inconsistent country code representation
customers,76379,C278615,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,63976,C212270,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,62620,C116160,country,FR,FRANCE,format_inconsistency,Inconsistent country code representation
customers,90106,C164330,country,US,U.S.A.,format_inconsistency,Inconsistent country code representation
customers,6573,C101068,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,94292,C170918,country,US,U.S.A.,format_inconsistency,Inconsistent country code representation
customers,38422,C261253,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,11030,C184488,country,DE,DEU,format_inconsistency,Inconsistent country code representation
customers,44436,C288600,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,27944,C810365,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,23791,C283478,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,21085,C307831,country,FR,FRANCE,format_inconsistency,Inconsistent country code representation
customers,93615,C282753,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,22117,C627977,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,23243,C299743,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,59497,C135759,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,53900,C188925,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,70084,C149366,country,US,United States,format_inconsistency,Inconsistent country code representation
customers,47765,C184704,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,90103,C197208,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,10411,C985121,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,74758,C169306,country,FR,FRA,format_inconsistency,Inconsistent country code representation
customers,57922,C307932,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,1931,C201015,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,1427,C140372,country,FR,france,format_inconsistency,Inconsistent country code representation
customers,80183,C918994,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,54994,C184906,country,GB,UK,format_inconsistency,Inconsistent country code representation
customers,44056,C168298,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,93304,C303580,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,21496,C148886,country,DE,GERMANY,format_inconsistency,Inconsistent country code representation
customers,7366,C330164,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,629,C286564,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,43547,C206994,country,DE,Germany,format_inconsistency,Inconsistent country code representation
customers,96666,C319280,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,49534,C108048,country,FR,FRANCE,format_inconsistency,Inconsistent country code representation
customers,39860,C339884,country,US,America,format_inconsistency,Inconsistent country code representation
customers,26596,C151149,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,67114,C206824,country,GB,United Kingdom,format_inconsistency,Inconsistent country code representation
customers,49476,C232375,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,58901,C314838,country,TR,tr,format_inconsistency,Inconsistent country code representation
customers,67709,C480759,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
customers,18245,C919738,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,99315,C120778,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,60982,C225266,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,96505,C412993,country,US,United States,format_inconsistency,Inconsistent country code representation
customers,1659,C192357,country,TR,turkey,format_inconsistency,Inconsistent country code representation
customers,10798,C208735,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,6863,C192197,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,79453,C123413,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,24510,C661039,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,95467,C184096,country,TR,Turkey,format_inconsistency,Inconsistent country code representation
customers,3354,C130347,country,US,us,format_inconsistency,Inconsistent country code representation
customers,12885,C842367,country,TR,TÜRKİYE,format_inconsistency,Inconsistent country code representation
customers,29612,C238195,country,TR,TUR,format_inconsistency,Inconsistent country code representation
customers,81450,C187711,country,DE,germany,format_inconsistency,Inconsistent country code representation
customers,87492,C710559,country,TR,Türkiye,format_inconsistency,Inconsistent country code representation
