customer_id,first_name,last_name,street,city,region,postal_code,country,phone,email,tax_id,account_group,sales_org,distribution_channel,division,currency,payment_terms,credit_limit,language,created_date,gender,age,payment_method,_duplicate,reject_reason
C119431,,Durdu,93669 Sultane Drive Suite 960,Gaziantep,Mediterranean,07608,TR,+905368317167,değmeer.durdu@hotmail.com,93277397639,ZKAM,1000,10,00,TRY,NT45,0.0,TR,2022-07-06,F,42.0,Cash,False,missing first_name
C260458,,Walton,8783 Natalie Club Apt. 524,Johnport,East Andrefurt,01414,GB,9456473762,anne.walton@hotmail.com,GB499596486,Z001,2000,20,00,GBP,NT00,10000.0,EN,2024-12-19,,43.0,Credit Card,False,missing first_name
C326606,Hans Jörg,eckbauer,Serpil-Adolph-Allee 58-43,Böblingen,Bremen,32280,DE,,,97759162938,ZKAM,1000,10,00,EUR,NT00,5000.0,DE,2022-07-04,M,45.0,Credit Card,False,R1: no phone or email
C916057,Sezal,,535 Gülen Lights Suite 419,Ankara,Aegean,31520,TR,+905103639850,sezal.arsoy@icloud.com,45350846535,Z001,1000,20,00,TRY,NT00,1000.0,TR,2022-12-02,M,69.0,Cash,False,missing last_name
C135124,,Erdoğan,8124 Masume Manor,Istanbul,Aegean,39643,TR,+905071886741,toköz.erdoğan@yahoo.com,,Z001,1000,10,00,TRY,NT00,1000.0,TR,2020-01-28,M,42.0,Cash,False,missing first_name
C274081,Fermuta,,576 Akar Mountain,Bursa,Marmara,22365,TR,+905401088144,fermuta.ertaş@icloud.com,69555209402,Z002,2000,20,00,TRY,NT15,10000.0,TR,2021-07-01,F,35.0,Credit Card,False,missing last_name
C270266,Kerman,,9158 Bilge Wall,Bursa,Marmara,39573,TR,05615601242,kerman.seven@icloud.com,71837026220,ZKAM,1000,10,00,TRY,NT00,0.0,TR,2023-03-23,M,39.0,Debit Card,False,missing last_name
C293542,Sejda,manço,44725 Demirel Squares Suite 632,Izmir,Central Anatolia,86880,TR,,,58101923409,Z002,3000,20,00,TRY,NT60,0.0,TR,2024-01-28,F,,Debit Card,False,R1: no phone or email
C328062,,Arsoy,5298 Gülüs Canyon,Izmir,Black Sea,63829,TR,+905364888532,delil.arsoy@outlook.com,56659809498,Z001,1000,10,00,TRY,NT15,10000.0,TR,2023-10-26,F,19.0,Credit Card,False,missing first_name
C211628,Tansev,Bilgin,29120 Şafak Shoal,Antalya,Marmara,45267,TR,,,21146807999,Z001,2000,10,10,TRY,NT00,10000.0,TR,2024-11-01,M,62.0,Credit Card,False,R1: no phone or email
C185865,Gülay,Fırat,4718 Sezgin Springs Suite 804,Izmir,Mediterranean,20364,,+905031679622,gülay.fırat@gmail.com,30987627825,Z002,1000,10,00,TRY,NT00,10000.0,TR,2023-04-23,M,56.0,Cash,False,R3: missing country
C296006,john,Fields,817 Obrien Neck,Williamsonside,Michaelhaven,51788,GB,,,GB906478966,Z001,1000,10,00,GBP,NT00,5000.0,EN,2023-05-09,M,60.0,Credit Card,False,R1: no phone or email
C616156,,Durmuş,9697 Salimet Plaza,Istanbul,,69975,TR,+905854538247,permun.durmuş@outlook.com,58999431370,Z002,3000,10,00,TRY,NT30,5000.0,TR,2022-02-06,M,24.0,Debit Card,False,missing first_name
C264765,,,3523 Hüsmen Union Suite 049,Bursa,Marmara,47321,TR,+905096513724,köker.çorlu@yahoo.com,60467864118,Z002,2000,10,10,TRY,NT30,0.0,TR,2023-11-18,M,21.0,Credit Card,False,missing first_name; missing last_name
C337317,,Scheel,Klaudia-Trupp-Straße 7-4,Bad Mergentheim,Niedersachsen,36176,DE,,herwig.scheel@outlook.com,09126072866,Z001,2000,10,00,EUR,NT15,0.0,DE,2024-02-17,M,38.0,Debit Card,False,missing first_name
C208717,Paksu,Fırat,741 Niğmet Mount Suite 015,Bursa,,40649,TR,,,98085904038,Z002,1000,10,00,TRY,NT30,1000.0,TR,2020-10-06,M,64.0,Debit Card,False,R1: no phone or email
C118914,Çamok,,110 Öcalan Valleys,Ankara,Marmara,66972,TR,,çamok.çorlu@hotmail.com,00744542685,Z001,1000,10,00,TRY,NT00,1000.0,TR,2022-10-02,F,31.0,Credit Card,False,missing last_name
C133812,Sencar,,37930 Gül Fields Suite 856,Antalya,Mediterranean,44069,TR,+905273468463,sencar.çetin@outlook.com,20922444606,Z001,1000,20,00,TRY,NT00,0.0,TR,2024-11-22,M,45.0,Debit Card,False,missing last_name
C205142,Sehel,Ertaş,1237 Arslan Drives Apt. 416,Istanbul,Black Sea,78322,TR,,,27905972415,Z001,1000,10,00,TRY,NT30,5000.0,TR,2023-03-13,F,67.0,Credit Card,False,R1: no phone or email
C259991,Öktürk,TARHAN,402 Nevsal Shore,Ankara,Marmara,70953,,05454472627,öktürk.tarhan@outlook.com,88576172840,Z002,1000,10,00,TRY,NT30,0.0,TR,2023-12-24,F,30.0,Credit Card,False,R3: missing country
C187971,Gülten,,Kitzmannweg 41,Lüneburg,Sachsen,35475,DE,+491522034367,gülten.eberhardt@outlook.com,35920052694,Z001,1000,10,00,EUR,NT00,0.0,DE,2020-03-14,F,48.0,Debit Card,False,missing last_name
C252216,Yilmaz,Hançer,03743 Binay Junctions,Antalya,Central Anatolia,29638,,+905366842322,yilmaz.hançer@outlook.com,44089777508,Z001,1000,10,00,TRY,NT45,0.0,TR,2022-11-15,M,53.0,Cash,False,R3: missing country
C383326,Gülnaziye,,161 Ayhan Road Suite 129,Izmir,Black Sea,14474,TR,+905506595648,gülnaziye.ertaş@icloud.com,99377670938,Z001,2000,10,00,TRY,NT00,5000.0,TR,2023-12-07,F,60.0,Debit Card,False,missing last_name
C180731,Kerman,,4029 Pürçek Forest Apt. 084,Adana,Marmara,92193,TR,+905747358712,kerman.ergül@hotmail.com,18103337981,Z001,2000,10,00,TRY,NT15,0.0,TR,2021-09-13,M,61.0,Credit Card,False,missing last_name
C923349,Wiltrud,,Steven-Winkler-Weg 9,Sonneberg,Hessen,54561,DE,+491778546615,wiltrud.bohlander@yahoo.com,89432548189,Z001,3000,10,10,EUR,NT00,0.0,DE,2021-12-14,M,24.0,Credit Card,False,missing last_name
C116160,,Parsons,4620 Mason Drives Apt. 321,East Jamie,West Joel,42971,FR,,jessica.parsons@icloud.com,FR65520016056,Z002,1000,10,00,EUR,NT15,0.0,EN,2022-10-07,M,23.0,Cash,False,missing first_name
C192620,SEVINDIK,Gül,1787 Arslan Ports,Bursa,Mediterranean,25650,TR,,,36078862917,Z001,1000,10,00,TRY,NT00,0.0,TR,2021-10-22,M,59.0,Credit Card,False,R1: no phone or email
C248975,Vedat,,14763 Abdülsamed Island Apt. 791,Ankara,Aegean,31876,TR,+905385442530,vedat.soylu@icloud.com,56793528311,Z002,1000,10,00,TRY,NT00,5000.0,TR,2020-06-14,F,39.0,Credit Card,False,missing last_name
C103992,Esenbay,,3968 Akça Trace,Konya,Aegean,58768,TR,+905243572684,esenbay.şafak@icloud.com,43564400688,Z001,1000,10,00,TRY,NT15,0.0,TR,2023-03-13,M,48.0,Debit Card,False,missing last_name
C272408,Rezin,Fırat,670 Akmaner Grove Suite 187,Izmir,Black Sea,87475,,+905253985640,,61988861899,Z002,1000,10,00,TRY,NT15,10000.0,TR,2023-09-01,F,28.0,Cash,False,R3: missing country
C336526,,Gülen,31490 Şama Cliffs,Gaziantep,Central Anatolia,33524,TR,+905573197244,rahmet.gülen@gmail.com,69450493186,ZKAM,3000,20,10,TRY,NT00,0.0,TR,2022-06-14,F,51.0,Cash,False,missing first_name
C163577,,Durdu,98509 Akçay Park,Adana,Mediterranean,70057,TR,+905173298433,zülgarni.durdu@yahoo.com,67272856729,Z001,1000,10,00,TRY,NT30,5000.0,TR,2023-04-23,F,40.0,Cash,False,missing first_name
C332398,Rengül,,46273 Serma Glen,Konya,Central Anatolia,49332,TR,+905044262825,rengül.arsoy@hotmail.com,81959103081,ZKAM,1000,10,00,TRY,NT00,0.0,TR,2021-12-10,F,67.0,Credit Card,False,missing last_name
C416318,Gülfari,,222 Türk Heights Apt. 657,Izmir,Central Anatolia,52966,TR,+905784185440,gülfari.hançer@yahoo.com,80653826856,ZKAM,1000,10,00,TRY,NT30,0.0,TR,2020-06-26,F,62.0,Credit Card,False,missing last_name
C324282,Musaffa,,92804 Uğurkan Parks Suite 818,Konya,Black Sea,92598,TR,+905306606368,musaffa.hançer@yahoo.com,86433001927,ZKAM,1000,10,00,TRY,NT00,0.0,TR,2021-05-03,M,67.0,Cash,False,missing last_name
C236075,Tercan,,404 Duran Forks Apt. 358,Bursa,Aegean,72689,TR,+905228935988,tercan.durdu@icloud.com,78328729960,Z002,2000,10,00,TRY,NT60,0.0,TR,2021-09-22,M,24.0,Cash,False,missing last_name
C482903,Gülsen,,Wulffstraße 52/14,Schlüchtern,Rheinland-Pfalz,50337,DE,+491612716151,gülsen.keudel@yahoo.com,09876594798,ZKAM,2000,10,00,EUR,NT00,1000.0,DE,2020-07-14,F,63.0,Credit Card,False,missing last_name
C139967,Över,,942 Durmuş Course Apt. 601,Ankara,Marmara,79906,TR,+905503038576,över.ertaş@icloud.com,87376333454,ZKAM,1000,10,00,TRY,NT60,0.0,TR,2021-02-22,F,33.0,Cash,False,missing last_name
C289187,Bengibay,,153 Ertaş Way,Konya,Aegean,64418,TR,+905015822008,bengibay.durdu@outlook.com,23125610429,Z001,1000,10,00,TRY,NT15,1000.0,TR,2022-05-24,F,56.0,Cash,False,missing last_name
C245254,Alaz,,790 Kenter Wall,Izmir,Black Sea,79935,TR,+905267356623,alaz.i̇hsanoğlu@icloud.com,34154556195,Z001,1000,10,00,TRY,NT30,5000.0,TR,2021-08-05,M,67.0,Credit Card,False,missing last_name
C133634,Yeşil,Soylu,476 Gülçe Island Suite 024,Gaziantep,Central Anatolia,19753,,+905209108647,yeşil.soylu@outlook.com,24576385591,Z001,2000,10,00,TRY,NT30,5000.0,TR,2024-08-22,F,41.0,Credit Card,False,R3: missing country
C156430,Göksev,,9676 Nafile Neck Apt. 865,Bursa,Marmara,57674,TR,5964041851,göksev.gül@outlook.com,67265736810,Z001,2000,10,00,TRY,NT60,10000.0,TR,2021-10-21,F,40.0,Debit Card,False,missing last_name
C215061,Selatin,Arsoy,59848 Öcalan Corner,Antalya,Mediterranean,02522,TR,,,88786211772,Z002,2000,20,00,TRY,NT30,10000.0,TR,2022-02-21,M,43.0,Credit Card,False,R1: no phone or email
C326502,RESULCAN,Şama,4897 Necva Plains Apt. 024,Antalya,Central Anatolia,96653,TR,,,62265172866,Z001,1000,10,00,TRY,NT00,1000.0,TR,2020-10-04,M,60.0,Cash,False,R1: no phone or email
C114231,,Speer,Hahnweg 1,Döbeln,Sachsen,85330,DE,+491506740919,arthur.speer@gmail.com,06937552188,Z002,1000,10,00,EUR,NT15,0.0,DE,2024-09-30,M,23.0,Cash,False,missing first_name
C324695,Temizkal,,2862 Ertan Corners,Gaziantep,Central Anatolia,19507,TR,+905376688034,temizkal.demir@hotmail.com,39174439680,ZKAM,1000,10,00,TRY,NT45,0.0,TR,2022-06-17,F,65.0,Credit Card,False,missing last_name
C731765,,Akça,685 Zeynelabidin Causeway Apt. 805,Ankara,Central Anatolia,93551,TR,+905405872049,,66002409791,ZKAM,1000,10,00,TRY,NT30,5000.0,TR,2022-07-31,F,37.0,Credit Card,False,missing first_name
C172916,Salkın,Bilgin,491 Seven Garden Suite 509,Bursa,Black Sea,59466,,+905835127314,salkın.bilgin@gmail.com,74289283209,ZKAM,1000,10,00,TRY,NT00,0.0,TR,2022-03-21,F,66.0,Cash,False,R3: missing country
C220334,,Bilir,2917 Karadeniz Street Suite 783,Izmir,Black Sea,56128,TR,+905125372365,beste.bilir@hotmail.com,29387357698,Z001,2000,10,00,TRY,NT00,10000.0,TR,2020-11-28,F,38.0,Cash,False,missing first_name
C801479,Uygun,,02185 Seyhan Walks,Istanbul,Marmara,52249,TR,+905077468554,uygun.akgündüz@icloud.com,36524277451,Z002,1000,10,00,TRY,NT30,10000.0,TR,2021-05-31,F,40.0,Cash,False,missing last_name
C165521,,akçay,576 Soydaner Ridge,Izmir,Black Sea,79370,TR,+905047248669,sakip.akçay@hotmail.com,28837620185,Z001,3000,10,00,TRY,NT00,0.0,TR,2022-02-26,F,68.0,Credit Card,False,missing first_name
C195097,Sırriye,,868 Ismık Estate,Bursa,,59421,TR,+905215365920,,35291924473,Z001,1000,10,00,TRY,NT00,10000.0,TR,2023-08-28,F,18.0,Cash,False,missing last_name
C734672,,Yıldırım,80257 Gökçebalan Mount,Ankara,Central Anatolia,91816,TR,+905736471093,teksoy.yıldırım@yahoo.com,77461083234,Z001,1000,10,00,TRY,NT30,1000.0,TR,2024-09-08,F,35.0,Debit Card,False,missing first_name
C225957,Yigit,,14928 Hanim Cove,Adana,Central Anatolia,38303,TR,5644387172,yigit.çetin@hotmail.com,,Z002,1000,10,00,TRY,NT00,5000.0,TR,2023-01-01,F,53.0,Credit Card,False,missing last_name
C299085,Maksur,,874 Çamurcuoğlu Plains Suite 165,Ankara,Central Anatolia,45614,TR,+905777588245,maksur.yaman@gmail.com,08076590461,Z002,1000,20,00,TRY,NT45,1000.0,TR,2020-06-30,F,36.0,Credit Card,False,missing last_name
C323828,Derkay,Şama,94435 Çetin Field,Gaziantep,Black Sea,56868,,+905596572202,derkay.şama@icloud.com,07597713908,Z001,1000,10,00,TRY,NT00,50000.0,TR,2024-01-02,F,23.0,Credit Card,False,R3: missing country
C390190,,Öcalan,4617 Hançer Mission Apt. 034,Istanbul,,42340,TR,+905417539037,eba.öcalan@icloud.com,04218020699,Z002,2000,10,00,TRY,NT15,0.0,TR,2021-12-01,F,59.0,Cash,False,missing first_name
C291722,GÜLFEZA,Demir,634 İnönü Well,Izmir,Central Anatolia,92751,,+905481708852,gülfeza.demir@icloud.com,16334952954,Z002,1000,10,00,TRY,NT00,0.0,TR,2024-12-04,M,36.0,Credit Card,False,R3: missing country
C268545,,Öcalan,5948 Kayıt Neck Suite 188,Izmir,Marmara,77463,TR,5774165668,sevican.öcalan@gmail.com,94097373305,Z001,2000,10,00,TRY,NT00,0.0,TR,2022-02-02,F,50.0,Cash,False,missing first_name
C171052,,Pölitz,Wulffallee 5-9,Vilsbiburg,Mecklenburg-Vorpommern,24581,DE,,insa.pölitz@icloud.com,77590723408,Z001,1000,10,00,EUR,NT00,5000.0,DE,2022-01-25,F,60.0,Credit Card,False,missing first_name
C172636,Alpin,Türk,17080 Şama Keys,Izmir,Central Anatolia,92229,TR,,,74434453546,Z002,3000,10,00,TRY,NT30,0.0,TR,2021-12-04,F,60.0,Cash,False,R1: no phone or email
C306201,Akyıldız,,714 Kısakürek Streets,Izmir,Marmara,78246,TR,+905313363264,akyıldız.zengin@hotmail.com,78873779883,ZKAM,1000,10,00,TRY,NT15,0.0,TR,2020-09-09,F,57.0,Credit Card,False,missing last_name
C467038,Fayize,,04326 Ergül Centers,Konya,Mediterranean,06190,TR,+905907115895,fayize.mansız@gmail.com,92715750836,Z001,1000,10,00,TRY,NT30,5000.0,TR,2023-09-27,F,44.0,Cash,False,missing last_name
C159089,Claudio,Geißler,Birgit-Kobelt-Straße 9-5,Wiedenbrück,Thüringen,30515,,+491544296611,,78956830897,Z001,1000,10,00,EUR,NT00,1000.0,DE,2024-02-08,F,23.0,Cash,False,R3: missing country
C357137,Özbilge,,631 Gülsevil Village Apt. 461,Adana,Marmara,59935,TR,+905016367769,özbilge.türk@icloud.com,45600838673,Z001,2000,10,00,TRY,NT00,25000.0,TR,2021-03-03,M,56.0,Cash,False,missing last_name
C283930,,Akça,78235 Ergül Loaf Apt. 172,Istanbul,Black Sea,10590,TR,05635438280,,44387031409,Z002,3000,10,00,TRY,NT00,0.0,TR,2021-04-21,F,32.0,Cash,False,missing first_name
C184012,Üzer,Gül,8644 İnönü Island Suite 296,Izmir,,19156,TR,,,36657885242,Z001,2000,10,00,TRY,NT15,1000.0,TR,2022-04-03,F,52.0,Credit Card,False,R1: no phone or email
C334327,Ann,,Scholzstr. 47-31,Soest,Thüringen,96084,DE,+491718244289,ann.gerlach@icloud.com,43516108683,Z001,2000,10,10,EUR,NT15,5000.0,DE,2024-02-06,F,28.0,Cash,False,missing last_name
C316869,Tyler,Melendez,30035 Megan Estate Suite 893,New Robert,West Bradton,45886,,+17429676343,tyler.melendez@outlook.com,FR34983574673,ZKAM,1000,10,00,EUR,NT00,0.0,EN,2020-10-05,F,37.0,Cash,False,R3: missing country
C118724,Ilgı,,15941 Akçay Meadow,Istanbul,Black Sea,17780,TR,,,54549771816,Z001,1000,10,00,TRY,NT00,0.0,TR,2022-01-18,F,25.0,Cash,False,missing last_name; R1: no phone or email
C853666,jennifer,Calderon,700 Aguilar Keys,Barbaraview,East Courtney,08814,FR,,,FR81648186581,Z001,1000,10,00,EUR,NT30,10000.0,EN,2020-04-01,F,58.0,Credit Card,False,R1: no phone or email
C206730,Sunay,,761 Simber Brooks,Istanbul,Marmara,22173,TR,+905068031239,sunay.manço@yahoo.com,53536113819,Z002,1000,10,00,TRY,NT60,0.0,TR,2020-07-16,F,58.0,Debit Card,False,missing last_name
C158016,,Beier,Clara-Caspar-Ring 7606,Groß-Gerau,Baden-Württemberg,79310,DE,+491572614781,leyla.beier@hotmail.com,26265795730,Z001,1000,10,00,EUR,NT00,1000.0,DE,2022-06-02,F,42.0,Debit Card,False,missing first_name
C330745,,Käster,Harriet-Austermühle-Ring 6,Warendorf,Bayern,81798,DE,+491561481032,eduard.käster@icloud.com,08902126083,Z001,1000,10,00,EUR,NT00,10000.0,DE,2024-02-09,F,44.0,Cash,False,missing first_name
C270807,,Akçay,85083 Alsoy Harbor Suite 256,Gaziantep,Black Sea,19823,TR,+905293387627,emin.akçay@gmail.com,42673548244,Z001,2000,10,00,TRY,NT45,0.0,TR,2023-12-15,F,,Credit Card,False,missing first_name
C876558,Erten,,6989 Arsoy Inlet Apt. 852,Istanbul,Aegean,60625,TR,05659001416,erten.aslan@hotmail.com,92827384098,Z001,1000,10,00,TRY,NT15,1000.0,TR,2020-12-03,M,39.0,Credit Card,False,missing last_name
C256429,,Bilge,8839 Akçay Point,Konya,Marmara,74168,TR,+905148866355,çelem.bilge@icloud.com,73593932305,ZKAM,1000,10,10,TRY,NT00,0.0,TR,2024-06-08,F,33.0,Debit Card,False,missing first_name
C292353,ODKANLI,Çetin,437 Çamurcuoğlu Land,Bursa,Black Sea,02194,TR,,,11744503145,Z001,1000,10,00,TRY,NT30,0.0,TR,2024-01-23,,30.0,Cash,False,R1: no phone or email
C853248,Fehim,Kısakürek,76532 Akdeniz Corners,Konya,Black Sea,92152,TR,,,93124495456,Z001,2000,10,00,TRY,NT00,0.0,TR,2020-06-20,F,40.0,Cash,False,R1: no phone or email
C106009,Gülhisar,Tevetoğlu,41521 Boğatimur Underpass,Adana,Mediterranean,86020,,,gülhisar.tevetoğlu@hotmail.com,56122996155,Z001,2000,10,00,TRY,NT30,0.0,TR,2022-04-19,F,46.0,Credit Card,False,R3: missing country
C214159,Richard,Williamson,606 Estes Ports Apt. 516,Johnsonborough,MD,15851,US,,,42-1413703,Z001,2000,10,00,USD,NT00,5000.0,EN,2022-12-19,F,65.0,Credit Card,False,R1: no phone or email
C135857,Megan,,1005 Holmes Fords,Ginashire,East Sandrafort,81381,GB,+14336582441,megan.cain@yahoo.com,GB320945300,Z002,1000,10,00,GBP,NT15,0.0,EN,2022-10-09,M,50.0,Debit Card,False,missing last_name
C298410,Ayşenur,,82250 Manço Rest,Ankara,Aegean,47108,TR,+905018362906,ayşenur.sezgin@hotmail.com,50532353648,Z002,2000,10,00,TRY,NT00,1000.0,TR,2023-02-13,F,63.0,Debit Card,False,missing last_name
C217963,Andiç,Çorlu,1919 Şener Green Suite 022,Antalya,,14777,TR,,,81915143115,ZKAM,1000,10,00,TRY,NT15,1000.0,TR,2022-12-31,F,53.0,Credit Card,False,R1: no phone or email
C101344,Kumral,,356 Hayrioğlu Islands,Istanbul,Central Anatolia,12924,TR,+905331304204,kumral.dumanlı@outlook.com,90114802583,ZKAM,3000,10,00,TRY,NT00,0.0,TR,2023-10-31,F,31.0,Cash,False,missing last_name
C620220,Zilfa,Hayrioğlu,7341 Feremez River,Adana,Black Sea,09647,TR,,,37244119865,ZKAM,2000,10,00,TRY,NT30,0.0,TR,2023-03-09,F,56.0,Cash,False,R1: no phone or email
C233907,Tümer,Akçay,993 Bilir Pines Apt. 289,Adana,Aegean,44822,TR,,,45704205691,Z001,3000,10,00,TRY,NT00,50000.0,TR,2020-06-04,F,34.0,Debit Card,False,R1: no phone or email
C175035,Vildane,,88481 Gencaslan Alley Apt. 378,Konya,Aegean,47098,TR,+905585184051,vildane.akça@yahoo.com,42525498114,ZKAM,1000,10,00,TRY,NT30,5000.0,TR,2023-02-14,M,58.0,Cash,False,missing last_name
C247456,,Ertaş,5909 Güçlü Center,Gaziantep,Central Anatolia,58274,TR,+905056081352,yurdanur.ertaş@yahoo.com,13315523783,Z001,1000,10,00,TRY,NT00,5000.0,TR,2020-03-24,M,47.0,Cash,False,missing first_name
C256468,Selmin,,0559 Ertan Station Apt. 654,Ankara,Central Anatolia,90987,TR,+905062598184,selmin.alemdar@hotmail.com,86461295149,ZKAM,1000,10,00,TRY,NT15,0.0,TR,2021-04-28,F,22.0,Cash,False,missing last_name
C192808,Carol,,549 Dunn Run Apt. 529,North Kristinland,Jessicashire,68219,GB,+12782912019,,GB974220209,Z001,1000,10,00,GBP,NT15,25000.0,EN,2023-09-01,M,29.0,Cash,False,missing last_name
C787798,Sadiye,,036 Üstün Light Apt. 187,Gaziantep,Mediterranean,98027,TR,+905625238265,sadiye.ertaş@hotmail.com,42723834987,Z001,1000,10,00,TRY,NT00,5000.0,TR,2023-12-22,F,35.0,Debit Card,False,missing last_name
C119253,Erinçer,,60301 Tolonbay Junction Suite 325,Antalya,Central Anatolia,85190,TR,,erinçer.duran@hotmail.com,39833841988,Z001,1000,10,00,TRY,NT45,0.0,TR,2022-11-23,F,42.0,Cash,False,missing last_name
C241347,,Çetin,94843 Zorlu Unions,Antalya,Aegean,75031,TR,+905762221255,tekiner.çetin@gmail.com,82623579422,Z001,1000,10,00,TRY,NT15,5000.0,TR,2021-04-20,M,36.0,Debit Card,False,missing first_name
C127082,,Yorulmaz,6620 Çavuldur Ridge,Izmir,Black Sea,89156,TR,+905663941968,yepelek.yorulmaz@outlook.com,47855263667,Z001,1000,10,00,TRY,NT15,0.0,TR,2022-12-21,F,53.0,Credit Card,False,missing first_name
C205476,Ryan,,379 Jackson Fields Suite 997,South Marystad,FM,01035,US,+17617318058,ryan.crosby@yahoo.com,55-5965973,Z001,1000,10,00,USD,NT15,0.0,EN,2023-08-23,F,54.0,Cash,False,missing last_name
C884522,Nezihi,,508 Fadile Overpass Suite 301,Izmir,Mediterranean,15104,TR,+905906603478,nezihi.durmuş@hotmail.com,59757898100,Z002,2000,10,00,TRY,NT00,1000.0,TR,2022-08-16,M,34.0,Credit Card,False,missing last_name
C260493,Musafet,,33299 Buşra Common Apt. 695,Konya,Marmara,71161,TR,+905878934810,musafet.i̇nönü@outlook.com,50127988069,Z001,1000,10,00,TRY,NT60,0.0,TR,2024-01-18,M,31.0,Credit Card,False,missing last_name
C154496,,İnönü,60269 Yıldırım Bypass,Ankara,Aegean,29249,TR,+905721515075,tanyu.i̇nönü@yahoo.com,66970032230,Z002,1000,10,00,TRY,NT00,10000.0,TR,2020-11-10,F,61.0,Debit Card,False,missing first_name
C238088,Us,Öcalan,426 Harbinaz Locks Suite 831,Izmir,Aegean,67775,TR,,,82205239751,Z001,3000,10,00,TRY,NT00,0.0,TR,2023-01-03,,62.0,Cash,False,R1: no phone or email
C287478,Fersan,,75154 Soylu Corner,Adana,Black Sea,24689,TR,+905881379286,,49025390394,Z001,1000,10,00,TRY,NT00,0.0,TR,2022-01-24,F,38.0,Cash,False,missing last_name
C248607,,Ergül,179 Seyithan Fork Suite 594,Gaziantep,Black Sea,19995,TR,,beriye.ergül@gmail.com,71784328672,Z001,1000,10,00,TRY,NT30,10000.0,TR,2024-08-05,F,61.0,Debit Card,False,missing first_name
C437219,Borataş,,8182 Arsoy Lane Suite 963,Adana,Mediterranean,80454,TR,+905736631080,borataş.mansız@hotmail.com,41708568472,Z002,3000,20,00,TRY,NT00,0.0,TR,2021-02-12,F,36.0,Cash,False,missing last_name
C259239,Hürdoğan,,86454 Tarhan Vista Suite 899,Konya,Aegean,57726,TR,+905782718723,,35049529417,Z001,1000,10,00,TRY,NT00,0.0,TR,2021-05-13,M,20.0,Credit Card,False,missing last_name
C108933,Tuğçe,,3729 Öcalan Garden,Antalya,Mediterranean,17926,TR,05681586888,tuğçe.dumanlı@yahoo.com,15623488409,Z002,1000,10,00,TRY,NT45,0.0,TR,2022-01-15,F,42.0,Cash,False,missing last_name
C125240,Shelby,Beck,764 Jones Canyon,Morrismouth,IL,88944,US,,,76-9131664,Z002,1000,10,00,USD,NT00,1000.0,EN,2023-02-10,F,54.0,Cash,False,R1: no phone or email
C186970,,Gül,54247 Ertaş Island,Gaziantep,Aegean,18520,TR,+905324436966,sağıt.gül@gmail.com,17507098819,ZKAM,3000,20,00,TRY,NT30,1000.0,TR,2020-05-03,M,21.0,Credit Card,False,missing first_name
C255919,,Şafak,2363 Korutürk Key Apt. 346,Adana,Mediterranean,87078,TR,+905941685337,,21004858436,Z001,1000,10,00,TRY,NT15,0.0,TR,2024-08-22,F,45.0,Cash,False,missing first_name
C500288,Övün,Zengin,33288 Tahir Plaza,Bursa,Aegean,75925,TR,,,13840987184,Z001,1000,20,00,TRY,NT00,5000.0,TR,2023-06-13,M,48.0,Cash,False,R1: no phone or email
C648281,Elvan,,881 N˜zamett˜n Gardens Suite 292,Antalya,,11944,TR,+905925879356,elvan.i̇hsanoğlu@outlook.com,90720342391,Z001,1000,10,00,TRY,NT45,5000.0,TR,2023-11-25,M,24.0,Credit Card,False,missing last_name
C518633,Revza,,1643 Hayrioğlu Freeway,Istanbul,Aegean,01974,TR,+905248855697,revza.soylu@gmail.com,88498502887,Z001,3000,20,00,TRY,NT00,5000.0,TR,2022-02-03,F,39.0,Cash,False,missing last_name
C327134,Özkutlu,,472 Zümre Squares,Adana,,25718,TR,+905384973978,özkutlu.akça@gmail.com,70992902941,Z001,1000,10,00,TRY,NT15,0.0,TR,2020-11-13,F,50.0,Credit Card,False,missing last_name
C152494,,Akgündüz,57849 Gül Park Apt. 259,Konya,,65350,TR,+905393184275,nurkan.akgündüz@icloud.com,13589759297,ZKAM,1000,10,00,TRY,NT15,0.0,TR,2021-08-24,F,26.0,Credit Card,False,missing first_name
C321808,Mirjana,,Albert-Noack-Allee 65-58,Ebermannstadt,Nordrhein-Westfalen,97222,DE,+491781530874,mirjana.roskoth@icloud.com,42543269639,Z002,1000,20,00,EUR,NT00,0.0,DE,2023-04-20,M,50.0,Debit Card,False,missing last_name
C221959,,Harper,2578 Angela Pike Apt. 999,Ruizland,Petersonstad,68131,FR,+12619724706,nicholas.harper@hotmail.com,FR11258263975,Z001,1000,10,00,EUR,NT00,5000.0,EN,2024-12-29,F,53.0,Cash,False,missing first_name
C284031,Pehlil,Çamurcuoğlu,2557 Yıldırım Circles Suite 157,Ankara,Mediterranean,60956,,+905508348842,pehlil.çamurcuoğlu@yahoo.com,91740853481,Z001,1000,10,00,TRY,NT30,1000.0,TR,2022-12-05,M,29.0,Cash,False,R3: missing country
C860385,Lüfen,Durdu,502 Değmeer Hills Suite 665,Izmir,Marmara,92800,,+905326082936,lüfen.durdu@outlook.com,44587106414,Z001,1000,10,00,TRY,NT30,0.0,TR,2021-04-16,F,39.0,Credit Card,False,R3: missing country
